signal_time,entry_time,exit_time,signal_rsi,entry_price,sl_price,tp_price,sl_dist_pct,position_size,pnl_pct,pnl_dollar,exit_reason,equity_after,rejected
2025-11-05 16:00:00,2025-11-05 16:15:00,2025-11-05 18:45:00,58.87147773318865,0.0152508,0.015437,0.01448826,1.220919558318247,409.5273899033315,-1.220919558318247,-5.0,SL,95.0,False
2025-11-07 18:45:00,2025-11-07 19:00:00,2025-11-07 20:45:00,71.42647061550286,0.0157896,0.015973,0.01500012,1.1615240411410055,408.94547437295483,-1.1615240411410055,-4.75,SL,90.25,False
2025-11-07 19:15:00,2025-11-07 19:30:00,2025-11-07 20:45:00,70.20436468243521,0.015828099999999998,0.015973,0.015036694999999997,0.9154604785160783,492.92133367838744,-0.9154604785160783,-4.5125,SL,85.7375,False
2025-11-07 20:00:00,2025-11-07 20:15:00,2025-11-07 20:45:00,70.38711987996484,0.015885299999999998,0.01597,0.015091034999999997,0.5331973585642293,803.9940429456573,-0.5331973585642293,-4.286875,SL,81.450625,False
2025-11-07 21:00:00,2025-11-07 21:15:00,2025-11-07 22:00:00,68.67627854898882,0.015923,0.015993,0.015126849999999999,0.4396156503171552,926.3845013392774,-0.4396156503171552,-4.07253125,SL,77.37809375,False
2025-11-09 13:45:00,2025-11-09 14:00:00,2025-11-09 14:15:00,71.21772704711579,0.0148914,0.015044,0.01414683,1.0247525417354935,377.5452638495268,-1.0247525417354935,-3.868904687500001,SL,73.5091890625,False
2025-11-09 14:45:00,2025-11-09 15:00:00,2025-11-09 18:45:00,66.86304287883753,0.0150729,0.015278,0.014319255,1.360720233000947,270.1113251633734,-1.360720233000947,-3.675459453125,SL,69.833729609375,False
2025-11-09 15:30:00,2025-11-09 16:45:00,2025-11-09 18:45:00,70.03018382044831,0.0151751,0.015278,0.014416345,0.678084493677139,514.9338339141067,-0.678084493677139,-3.49168648046875,SL,66.34204312890625,False
2025-11-09 20:00:00,2025-11-09 20:15:00,2025-11-10 00:30:00,63.126923225513806,0.015402,0.0155,0.0146319,0.6362810024672064,521.3266062609302,-0.6362810024672064,-3.317102156445313,SL,63.02494097246094,False
2025-11-10 05:15:00,2025-11-10 05:45:00,2025-11-10 13:00:00,62.09238697494393,0.016062999999999997,0.016287,0.015259849999999997,1.394509120338679,225.97536313406943,-1.394509120338679,-3.151247048623047,SL,59.87369392383789,False
