open,close,high,low,volume,time,timestamp,tr,atr,atr_pct
0.011641,0.0116081,0.0116538,0.0116013,17003853.0,1748736000000,2025-06-01 00:00:00,,,
0.0116139,0.0115886,0.011651,0.011563,19122909.0,1748736900000,2025-06-01 00:15:00,8.799999999999954e-05,,
0.0115935,0.011667,0.0116765,0.0115828,8026051.0,1748737800000,2025-06-01 00:30:00,9.369999999999865e-05,,
0.0116667,0.0116321,0.0116992,0.0115971,8943941.0,1748738700000,2025-06-01 00:45:00,0.00010209999999999907,,
0.0116321,0.0116789,0.0116911,0.0115901,16954365.0,1748739600000,2025-06-01 01:00:00,0.00010099999999999866,,
0.0116785,0.0116511,0.0117278,0.0116132,23912445.0,1748740500000,2025-06-01 01:15:00,0.00011459999999999942,,
0.0116511,0.0115592,0.0116558,0.0115472,19362743.0,1748741400000,2025-06-01 01:30:00,0.00010859999999999863,,
0.0115578,0.0115164,0.0116226,0.0114503,47499699.0,1748742300000,2025-06-01 01:45:00,0.00017230000000000023,,
0.0115164,0.0114392,0.0115164,0.0113938,24508170.0,1748743200000,2025-06-01 02:00:00,0.00012259999999999875,,
0.0114465,0.01155,0.0115636,0.0114465,22600389.0,1748744100000,2025-06-01 02:15:00,0.0001244000000000002,,
0.0115549,0.0115823,0.0116073,0.0115549,11159198.0,1748745000000,2025-06-01 02:30:00,5.729999999999971e-05,,
0.0115818,0.011562,0.0116199,0.011539,7557197.0,1748745900000,2025-06-01 02:45:00,8.090000000000007e-05,,
0.0115698,0.011492,0.0115701,0.0114751,23013857.0,1748746800000,2025-06-01 03:00:00,9.49999999999996e-05,,
0.011492,0.0115017,0.0115429,0.0114436,25335244.0,1748747700000,2025-06-01 03:15:00,9.930000000000008e-05,,
0.0115024,0.0115408,0.0115711,0.011496,18642289.0,1748748600000,2025-06-01 03:30:00,7.510000000000155e-05,0.00010249285714285673,0.8880914420391717
0.0115375,0.0115578,0.0116005,0.0115375,17123272.0,1748749500000,2025-06-01 03:45:00,6.300000000000056e-05,0.00010070714285714251,0.8713348808349557
0.0115578,0.0115481,0.0115888,0.0115285,8349365.0,1748750400000,2025-06-01 04:00:00,6.029999999999924e-05,9.832142857142827e-05,0.8514078382714755
0.0115478,0.0116008,0.0116146,0.0115478,14330223.0,1748751300000,2025-06-01 04:15:00,6.67999999999988e-05,9.579999999999969e-05,0.8258051168884877
0.0116008,0.011694,0.011715,0.0116008,20436802.0,1748752200000,2025-06-01 04:30:00,0.00011420000000000007,9.674285714285693e-05,0.827286276234453
0.0116939,0.0117034,0.0117642,0.0116939,16639082.0,1748753100000,2025-06-01 04:45:00,7.030000000000057e-05,9.35785714285713e-05,0.7995844919303049
0.0117038,0.0117364,0.0117707,0.0116945,24131383.0,1748754000000,2025-06-01 05:00:00,7.620000000000023e-05,9.126428571428568e-05,0.7776173759780315
0.0117364,0.0116921,0.011748,0.0116821,8070445.0,1748754900000,2025-06-01 05:15:00,6.589999999999895e-05,8.36642857142856e-05,0.7155625226801481
0.0116921,0.0116837,0.0117465,0.0116795,9162940.0,1748755800000,2025-06-01 05:30:00,6.699999999999935e-05,7.969285714285707e-05,0.6820857874034515
0.0116837,0.01166,0.011686,0.0116259,9967141.0,1748756700000,2025-06-01 05:45:00,6.010000000000043e-05,7.509999999999994e-05,0.6440823327615776
0.01166,0.0116194,0.0116662,0.0116016,7983827.0,1748757600000,2025-06-01 06:00:00,6.459999999999973e-05,7.562142857142852e-05,0.6508204259379015
0.0116194,0.0115978,0.0116195,0.0115514,46604170.0,1748758500000,2025-06-01 06:15:00,6.809999999999976e-05,7.470714285714278e-05,0.6441492598349927
0.0115979,0.0116008,0.011639,0.0115973,9568505.0,1748759400000,2025-06-01 06:30:00,4.170000000000042e-05,7.089999999999998e-05,0.6111647472588095
0.0116004,0.0115647,0.0116115,0.011551,31070955.0,1748760300000,2025-06-01 06:45:00,6.049999999999979e-05,6.81285714285714e-05,0.5891079874840799
