timestamp,open,high,low,close,volume,tr,atr,atr_pct
2025-10-19 22:00:00+00:00,6719.5,6726.0,6714.75,6721.0,3818,,,
2025-10-19 22:15:00+00:00,6715.25,6719.25,6702.5,6719.25,3254,18.5,,
2025-10-19 22:30:00+00:00,6715.75,6717.0,6712.75,6715.25,2278,6.5,,
2025-10-19 22:45:00+00:00,6715.75,6717.25,6715.25,6715.75,646,2.0,,
2025-10-19 23:00:00+00:00,6712.5,6716.5,6711.75,6716.25,2326,4.75,,
2025-10-19 23:15:00+00:00,6702.75,6713.5,6702.0,6712.5,3059,14.25,,
2025-10-19 23:30:00+00:00,6702.75,6706.5,6702.5,6703.0,1926,10.0,,
2025-10-19 23:45:00+00:00,6705.75,6706.75,6701.5,6702.75,1943,5.25,,
2025-10-20 00:00:00+00:00,6700.0,6705.75,6698.75,6705.5,3067,7.0,,
2025-10-20 00:15:00+00:00,6698.5,6702.75,6694.0,6700.0,5660,11.5,,
2025-10-20 00:30:00+00:00,6708.0,6708.5,6696.75,6698.75,4737,11.75,,
2025-10-20 00:45:00+00:00,6714.5,6716.25,6707.25,6708.0,4106,17.5,,
2025-10-20 01:00:00+00:00,6714.75,6718.0,6713.75,6714.5,2378,10.0,,
2025-10-20 01:15:00+00:00,6718.25,6720.75,6714.5,6714.5,2285,6.25,,
2025-10-20 01:30:00+00:00,6717.75,6718.25,6713.5,6718.0,3682,4.75,9.285714285714286,0.1382214094330796
2025-10-20 01:45:00+00:00,6713.0,6717.75,6710.0,6717.75,2168,8.0,8.535714285714286,0.12706210093728237
2025-10-20 02:00:00+00:00,6710.5,6714.0,6710.0,6713.0,1788,7.75,8.625,0.12848204975420824
2025-10-20 02:15:00+00:00,6712.0,6713.25,6709.25,6710.75,1119,4.0,8.767857142857142,0.13065390817504963
2025-10-20 02:30:00+00:00,6713.75,6715.25,6711.0,6712.0,1229,4.5,8.75,0.13036352800953516
2025-10-20 02:45:00+00:00,6715.0,6717.0,6713.5,6713.75,1491,5.0,8.089285714285714,0.12048833683538579
2025-10-20 03:00:00+00:00,6716.75,6717.25,6715.0,6715.0,924,3.5,7.625,0.11355174981384959
2025-10-20 03:15:00+00:00,6717.0,6717.75,6716.0,6716.5,665,2.75,7.446428571428571,0.11086769256947175
2025-10-20 03:30:00+00:00,6719.0,6719.5,6716.25,6717.25,1169,3.25,7.178571428571429,0.106867712658773
2025-10-20 03:45:00+00:00,6723.25,6724.75,6719.25,6719.25,2013,7.5,6.892857142857143,0.10258372798834904
2025-10-20 04:00:00+00:00,6724.75,6727.25,6722.5,6723.25,2182,8.0,6.625,0.09853865318112519
2025-10-20 04:15:00+00:00,6727.25,6728.5,6723.5,6725.0,1201,5.25,5.75,0.08550185873605948
2025-10-20 04:30:00+00:00,6725.25,6727.75,6722.0,6727.25,1338,5.75,5.446428571428571,0.0809606982262971
2025-10-20 04:45:00+00:00,6727.25,6727.5,6724.0,6725.25,630,3.5,5.25,0.078064012490242
2025-10-20 05:00:00+00:00,6727.25,6728.25,6726.5,6727.0,972,3.0,5.125,0.07618552103463654
2025-10-20 05:15:00+00:00,6728.0,6729.0,6724.0,6727.25,1317,5.0,4.910714285714286,0.07299735085977607
2025-10-20 05:30:00+00:00,6730.0,6730.0,6725.75,6728.0,1458,4.25,4.660714285714286,0.06927339901477833
2025-10-20 05:45:00+00:00,6729.0,6732.0,6726.5,6729.75,2186,5.5,4.767857142857143,0.07084746302399261
2025-10-20 06:00:00+00:00,6724.75,6728.75,6723.25,6728.75,2520,6.5,4.910714285714286,0.07298107799686845
2025-10-20 06:15:00+00:00,6727.25,6729.0,6723.5,6724.5,1496,5.5,4.946428571428571,0.07355831023018175
2025-10-20 06:30:00+00:00,6729.5,6731.25,6727.25,6727.25,1976,6.75,5.178571428571429,0.07697902454303658
2025-10-20 06:45:00+00:00,6727.75,6731.0,6724.75,6729.25,2541,6.25,5.428571428571429,0.080671269882549
2025-10-20 07:00:00+00:00,6729.75,6733.25,6725.0,6728.0,4269,8.25,5.785714285714286,0.08599456429420757
2025-10-20 07:15:00+00:00,6733.75,6734.0,6729.75,6729.75,2581,6.0,5.678571428571429,0.08438012450048558
2025-10-20 07:30:00+00:00,6734.25,6737.5,6732.25,6733.75,3738,7.75,5.660714285714286,0.08406481211381898
2025-10-20 07:45:00+00:00,6731.25,6734.75,6729.25,6734.25,3079,5.5,5.678571428571429,0.0843237395191956
2025-10-20 08:00:00+00:00,6729.25,6732.5,6726.5,6731.25,3714,7.75,5.821428571428571,0.0864836185170447
2025-10-20 08:15:00+00:00,6726.0,6729.75,6723.75,6729.25,2348,7.5,6.107142857142857,0.09075517861786762
2025-10-20 08:30:00+00:00,6723.0,6727.75,6722.0,6725.75,2871,7.25,6.410714285714286,0.09531597644447512
2025-10-20 08:45:00+00:00,6720.5,6724.75,6718.5,6723.25,2436,7.25,6.571428571428571,0.09774184466483576
2025-10-20 09:00:00+00:00,6722.25,6723.0,6717.25,6720.0,3194,6.0,6.696428571428571,0.09964923469387756
2025-10-20 09:15:00+00:00,6724.25,6725.75,6721.75,6722.25,2921,5.75,6.714285714285714,0.09988152351200438
2025-10-20 09:30:00+00:00,6720.5,6725.0,6719.5,6724.5,1838,5.5,6.642857142857143,0.09878588955100222
2025-10-20 09:45:00+00:00,6722.75,6723.0,6718.25,6720.5,1803,6.25,6.696428571428571,0.0996418208679201
2025-10-20 10:00:00+00:00,6720.25,6724.75,6718.5,6722.75,2502,6.25,6.660714285714286,0.09907722711262928
2025-10-20 10:15:00+00:00,6720.5,6722.25,6718.75,6720.0,1113,4.0,6.5,0.09672619047619048
2025-10-20 10:30:00+00:00,6719.5,6727.0,6719.5,6720.25,4052,7.5,6.446428571428571,0.09592542794432606
2025-10-20 10:45:00+00:00,6712.75,6720.25,6712.0,6719.25,5197,8.25,6.607142857142857,0.09833155273494597
2025-10-20 11:00:00+00:00,6718.75,6719.5,6711.5,6712.25,3806,8.0,6.625,0.09870013780773958
2025-10-20 11:15:00+00:00,6721.0,6722.25,6718.25,6718.75,3233,10.0,6.946428571428571,0.10338870431893687
2025-10-20 11:30:00+00:00,6719.0,6721.0,6718.0,6720.75,2712,3.0,6.607142857142857,0.09830960617703169
2025-10-20 11:45:00+00:00,6724.0,6724.75,6718.5,6718.75,2499,6.25,6.517857142857143,0.09700996677740864
2025-10-20 12:00:00+00:00,6723.5,6724.5,6720.75,6723.75,2762,5.75,6.410714285714286,0.09534432847316282
2025-10-20 12:15:00+00:00,6723.5,6725.5,6721.25,6723.5,4693,4.25,6.196428571428571,0.09216075810855315
2025-10-20 12:30:00+00:00,6727.5,6728.5,6723.5,6723.5,4947,5.0,6.125,0.09109838625715773
2025-10-20 12:45:00+00:00,6734.0,6734.5,6727.75,6727.75,11991,11.0,6.5,0.09661476719557058
2025-10-20 13:00:00+00:00,6733.75,6737.25,6733.25,6733.75,9196,9.5,6.785714285714286,0.10077169906388395
2025-10-20 13:15:00+00:00,6733.25,6738.25,6732.0,6733.5,15023,6.25,6.785714285714286,0.10077544049475436
2025-10-20 13:30:00+00:00,6746.75,6751.5,6733.0,6733.5,84570,18.5,7.660714285714286,0.11377016834802534
2025-10-20 13:45:00+00:00,6747.5,6754.75,6744.75,6747.0,53325,21.25,8.892857142857142,0.13180461157339768
2025-10-20 14:00:00+00:00,6756.25,6758.25,6747.5,6747.5,49887,11.25,9.160714285714286,0.13576456888794794
2025-10-20 14:15:00+00:00,6763.25,6764.5,6750.5,6756.0,45485,17.0,9.785714285714286,0.14484479404550452
2025-10-20 14:30:00+00:00,6769.25,6769.25,6758.5,6763.25,44752,13.25,10.160714285714286,0.15023419636586385
2025-10-20 14:45:00+00:00,6773.0,6775.5,6768.75,6769.25,43388,12.25,10.321428571428571,0.15247521618242155
2025-10-20 15:00:00+00:00,6763.75,6773.25,6763.75,6772.75,37045,9.5,10.785714285714286,0.15925162283731553
2025-10-20 15:15:00+00:00,6770.0,6771.75,6763.25,6764.0,29364,9.5,11.017857142857142,0.16288966799020022
2025-10-20 15:30:00+00:00,6768.75,6771.25,6767.0,6770.0,25403,7.25,11.125,0.16432791728212703
